1.0 490374000000
3.0 490245000000
5.0 490288000000
6.0 490274000000
10.0 504792000000
15.0 497267000000
20.0 510577000000
30.0 510807000000
45.0 526188000000
50.0 510860000000
65.0 512090000000
80.0 510939000000
87.0 515628000000
100.0 651462000000
